Time [s],Channel 1
-10.185952544,0
-0.000994848,1
-0.000000000,0
0.001004728,1
0.002004782,0
0.003004908,1
0.004004712,0
0.005004776,1
0.006004704,0
0.007004892,1
0.008004716,0
0.009004718,1
0.010004750,0
0.011004916,1
0.012004680,0
0.013004680,1
0.014005422,0
0.015004922,1
0.016004768,0
0.017004768,1
0.018004782,0
0.019004948,1
0.020004772,0
0.021004732,1
0.022004806,0
0.023004974,1
0.024004756,0
0.025004758,1
0.026004874,0
0.027005020,1
0.028004846,0
0.029004866,1
0.030004858,0
0.031005024,1
0.032004974,0
0.033004932,1
0.034004884,0
0.035000696,1
0.036014584,0
0.037004958,1
0.038005012,0
0.039005200,1
0.040005006,0
0.041004838,1
0.042004934,0
0.043014080,1
0.044004946,0
0.045006260,1
0.046005252,0
0.047005210,1
0.048005014,0
0.049004952,1
0.050004986,0
0.051005320,1
0.052005040,0
0.053004978,1
0.054005094,0
0.055005198,1
0.056012774,0
0.057005064,1
0.058005036,0
0.059005246,1
0.060005070,0
0.061005362,1
0.062005354,0
0.063005270,1
0.064011096,0
0.065005096,1
0.066005964,0
0.067005504,1
0.068005142,0
0.069016226,1
0.070008092,0
0.071005426,1
0.072005126,0
0.073005084,1
0.074005952,0
0.075006452,1
0.076005694,0
0.077005194,1
0.078005248,0
0.079005582,1
0.080005156,0
0.081005136,1
0.082005232,0
0.083005482,1
0.084005202,0
0.085005202,1
0.086005152,0
0.087005506,1
0.088005208,0
0.089005332,1
0.090023178,0
0.091005700,1
0.092005358,0
0.093005504,1
0.094004038,0
0.095005642,1
0.096005404,0
0.097005384,1
0.098005418,0
0.099005604,1
0.100006138,0
0.101006138,1
0.102001214,0
0.103005880,1
0.104005976,0
0.105006226,1
0.106005968,0
0.107005988,1
0.108005876,0
0.109005376,1
0.110005412,0
0.111005932,1
0.112005444,0
0.113005466,1
0.114005998,0
0.115006082,1
0.116005928,0
0.117006136,1
0.118001900,0
0.119006566,1
0.120006016,0
0.121005994,1
0.122005446,0
0.123005800,1
0.124005500,0
0.125006332,1
0.126006368,0
0.127005742,1
0.128005630,0
0.129005650,1
0.130005622,0
0.131008224,1
0.132005740,0
0.133006404,1
0.134006084,0
0.135005772,1
0.136006098,0
0.137006098,1
0.138006194,0
0.139005754,1
0.140005582,0
0.141005602,1
0.142002990,0
0.143009178,1
0.144005710,0
0.145006668,1
0.146005620,0
0.147005890,1
0.148006486,0
0.149011862,1
0.150005644,0
0.151006374,1
0.152005574,0
0.153006220,1
0.154006192,0
0.155006900,1
0.156005662,0
0.157005662,1
0.158007924,0
0.159006196,1
0.160005770,0
0.161005730,1
0.162005826,0
0.163005930,1
0.164005964,0
0.165006402,1
0.166006436,0
0.167006352,1
0.168006384,0
0.169006198,1
0.170006482,0
0.171006336,1
0.172027744,0
0.173005890,1
0.174005902,0
0.175007172,1
0.176005978,0
0.177006020,1
0.178006012,0
0.179006470,1
0.180007004,0
0.181006400,1
0.182006078,0
0.183006100,1
0.184006654,0
0.185005884,1
0.186005896,0
0.187006104,1
0.188005950,0
0.189005846,1
0.190005962,0
0.191007046,1
0.192006018,0
0.193008600,1
0.194006072,0
0.195007258,1
0.196006064,0
0.197006042,1
0.198006078,0
0.199007286,1
0.200006486,0
0.201006444,1
0.202006146,0
0.203007060,1
0.204006512,0
0.205006908,1
0.206004440,0
0.207006462,1
0.208011412,0
0.209006038,1
0.210006174,0
0.211006528,1
0.212006458,0
0.213006166,1
0.214006366,0
0.215005680,1
0.216007150,0
0.217006858,1
0.218006642,0
0.219007080,1
0.220006614,0
0.221006760,1
0.222006146,0
