Time [s],Channel 1
-2.733201234,0
0.001265452,1
0.003265662,0
0.005265484,1
0.007265484,0
0.009265888,1
0.011265576,0
0.013265794,1
0.015265566,0
0.017260844,1
0.019265534,0
0.021260854,1
0.023265646,0
0.025265718,1
0.027265636,0
0.029265852,1
0.031265604,0
0.033265716,1
0.035265592,0
0.037265746,1
0.039265748,0
0.041265776,1
0.043265778,0
0.045266016,1
0.047265788,0
0.049265816,1
0.051265818,0
0.053261054,1
0.055265930,0
0.057265940,1
0.059266108,0
0.061265866,1
0.063265866,0
0.065268252,1
0.067263084,0
0.069269696,1
0.071268636,0
0.073268270,1
0.075267854,0
0.077262488,1
0.079268614,0
0.081268018,1
0.083267498,0
0.085268278,1
0.087267528,0
0.089267766,1
0.091267434,0
0.093269110,1
0.095268110,0
0.097263284,1
0.099268702,0
0.101269190,1
0.103268254,0
0.105268012,1
0.107268200,0
0.109268918,1
0.111269022,0
0.113268032,1
0.115264574,0
0.117268374,1
0.119268750,0
0.121268780,1
0.123268072,0
0.125269288,1
0.127269582,0
0.129269736,1
0.131268070,0
0.133268850,1
0.135267954,0
0.137268400,1
0.139263484,0
0.141267868,1
0.143268662,0
0.145269566,1
0.147268420,0
0.149269012,1
0.151268096,0
0.153268272,1
0.155267878,0
0.157268386,1
0.159268012,0
0.161268104,1
0.163268000,0
0.165270988,1
0.167267884,0
0.169268872,1
0.171269040,0
0.173268756,1
0.175269550,0
0.177269016,1
0.179268224,0
0.181271380,1
0.183269464,0
0.185269202,1
0.187269600,0
0.189269460,1
0.191268754,0
0.193269324,1
0.195268326,0
0.197268334,1
0.199263898,0
0.201268322,1
0.203268178,0
0.205268602,1
0.207268542,0
0.209268966,1
0.211268196,0
0.213268122,1
0.215263916,0
0.217268256,1
0.219264778,0
0.221268100,1
0.223268414,0
0.225268858,1
0.227268798,0
0.229268950,1
0.231269036,0
0.233268732,1
0.235269254,0
0.237269366,1
0.239268846,0
0.241268750,1
0.243269210,0
0.245269636,1
0.247269742,0
0.249270394,1
0.251269104,0
0.253268676,1
0.255269134,0
0.257268808,1
0.259269498,0
0.261269070,1
0.263269570,0
0.265268642,1
0.267269726,0
0.269269608,1
0.271269444,0
0.273269786,1
0.275269868,0
0.277270460,1
0.279270732,0
0.281269470,1
0.283269450,0
0.285270002,1
0.287269064,0
0.289270094,1
0.291269678,0
0.293269520,1
0.295269458,0
0.297269466,1
0.299269468,0
0.301269434,1
0.303269540,0
0.305269570,1
0.307269508,0
0.309269412,1
0.311269788,0
0.313269318,1
0.315269150,0
0.317269972,1
0.319270660,0
0.321269314,1
0.323269316,0
0.325270428,1
0.327269408,0
0.329269542,1
0.331269334,0
0.333268864,1
0.335269658,0
0.337269770,1
0.339269520,0
0.341269654,1
0.343270280,0
0.345269580,1
0.347269978,0
0.349275568,1
0.351264840,0
0.353266182,1
0.355266038,0
0.357270734,1
0.359270504,0
0.361270346,1
0.363269472,0
0.365265608,1
0.367268044,0
0.369269802,1
0.371269678,0
0.373268958,1
0.375269878,0
0.377269384,1
0.379270428,0
0.381269936,1
0.383270084,0
0.385269674,1
0.387269884,0
0.389269600,1
0.391270246,0
0.393270360,1
0.395270528,0
0.397270432,1
0.399270036,0
0.401270608,1
0.403270526,0
0.405271244,1
0.407270410,0
0.409270938,1
0.411269648,0
0.413270406,1
0.415269804,0
0.417270646,1
0.419270064,0
0.421269780,1
0.423271468,0
0.425269748,1
0.427270270,0
0.429269986,1
0.431270050,0
0.433270392,1
0.435269934,0
0.437270214,1
0.439269840,0
0.441270120,1
0.443270036,0
0.445269982,1
0.447270568,0
0.449270158,1
0.451270910,0
0.453270522,1
0.455270732,0
0.457270178,1
0.459270866,0
0.461270854,1
0.463270438,0
0.465270780,1
0.467270490,0
0.469271248,1
0.471270020,0
0.473270362,1
0.475270780,0
0.477270704,1
0.479270372,0
0.481271236,1
0.483270840,0
0.485271890,1
0.487270016,0
0.489270336,1
0.491270192,0
0.493270722,1
0.495271784,0
0.497271210,1
0.499271336,0
0.501271136,1
0.503270844,0
0.505271104,1
0.507270770,0
0.509270800,1
0.511271844,0
0.513270456,1
0.515270812,0
0.517270798,1
0.519270426,0
0.521270640,1
0.523271122,0
0.525271442,1
0.527271318,0
0.529271224,1
0.531271160,0
0.533271336,1
0.535270422,0
0.537271012,1
0.539271222,0
0.541272002,1
0.543272438,0
0.545272948,1
0.547271470,0
0.549270208,1
0.551271354,0
0.553271238,1
0.555271072,0
0.557270664,1
0.559271790,0
0.561270924,1
0.563271362,0
0.565270952,1
