Time [s],Value,Parity Error,Framing Error
-0.000991728000000,9,,
-0.000981276000000,6,,
-0.000970828000000,\n,,
0.000003832000000,9,,
0.000014276000000,6,,
0.000024720000000,\n,,
0.001006780000000,9,,
0.001017232000000,6,,
0.001027680000000,\n,,
0.002006480000000,9,,
0.002016932000000,6,,
0.002027376000000,\n,,
0.003006732000000,9,,
0.003017180000000,6,,
0.003027624000000,\n,,
0.004006128000000,9,,
0.004016580000000,6,,
0.004027032000000,\n,,
0.005006924000000,9,,
0.005017372000000,6,,
0.005027820000000,\n,,
0.006007080000000,9,,
0.006017524000000,6,,
0.006027972000000,\n,,
0.007007020000000,9,,
0.007017468000000,6,,
0.007027916000000,\n,,
0.008006916000000,9,,
0.008017360000000,6,,
0.008027812000000,\n,,
0.009007140000000,9,,
0.009017588000000,6,,
0.009028032000000,\n,,
0.010006400000000,9,,
0.010016844000000,6,,
0.010027288000000,\n,,
0.011007024000000,9,,
0.011017468000000,6,,
0.011027916000000,\n,,
0.012006472000000,9,,
0.012016920000000,6,,
0.012027368000000,\n,,
0.013006212000000,9,,
0.013016660000000,6,,
0.013027104000000,\n,,
0.014007112000000,9,,
0.014017560000000,6,,
0.014028008000000,\n,,
0.015006376000000,9,,
0.015016820000000,6,,
0.015027268000000,\n,,
0.016005856000000,9,,
0.016016304000000,6,,
0.016026744000000,\n,,
0.017005968000000,9,,
0.017016412000000,6,,
0.017026864000000,\n,,
0.018007340000000,9,,
0.018017788000000,6,,
0.018028236000000,\n,,
0.019006024000000,9,,
0.019016464000000,6,,
0.019026916000000,\n,,
0.020000388000000,8,,
0.020010836000000,8,,
0.020021280000000,\n,,
0.021001424000000,8,,
0.021011864000000,8,,
0.021022316000000,\n,,
0.022000364000000,8,,
0.022010808000000,8,,
0.022021256000000,\n,,
0.023000404000000,8,,
0.023010848000000,8,,
0.023021292000000,\n,,
0.024002568000000,9,,
0.024013012000000,0,,
0.024023452000000,\n,,
0.025000276000000,8,,
0.025010720000000,8,,
0.025021164000000,\n,,
0.026000544000000,8,,
0.026010992000000,8,,
0.026021444000000,\n,,
0.027001260000000,8,,
0.027011708000000,8,,
0.027022160000000,\n,,
0.028003188000000,9,,
0.028013632000000,0,,
0.028024080000000,\n,,
0.029001044000000,8,,
0.029011488000000,8,,
0.029021936000000,\n,,
0.030001288000000,8,,
0.030011732000000,8,,
0.030022176000000,\n,,
0.031000412000000,8,,
0.031010856000000,8,,
0.031021300000000,\n,,
0.032002324000000,9,,
0.032012772000000,0,,
0.032023216000000,\n,,
0.033000340000000,8,,
0.033010784000000,8,,
0.033021228000000,\n,,
0.034000060000000,8,,
0.034010504000000,8,,
0.034020948000000,\n,,
0.035000432000000,8,,
0.035010876000000,8,,
0.035021328000000,\n,,
0.036002636000000,9,,
0.036013084000000,0,,
0.036023528000000,\n,,
0.037000100000000,8,,
0.037010548000000,8,,
0.037020992000000,\n,,
0.038000220000000,8,,
0.038010664000000,8,,
0.038021108000000,\n,,
0.039000552000000,8,,
0.039010996000000,8,,
0.039021440000000,\n,,
0.040002508000000,9,,
0.040012956000000,0,,
0.040023400000000,\n,,
0.041000264000000,8,,
0.041010716000000,8,,
0.041021164000000,\n,,
0.042000700000000,8,,
0.042011144000000,8,,
0.042021592000000,\n,,
0.043000244000000,8,,
0.043010692000000,8,,
0.043021132000000,\n,,
0.044002492000000,9,,
0.044012936000000,0,,
0.044023384000000,\n,,
0.045000300000000,8,,
0.045010748000000,8,,
0.045021200000000,\n,,
0.046000528000000,8,,
0.046010972000000,8,,
0.046021420000000,\n,,
0.047000816000000,8,,
0.047011264000000,8,,
0.047021708000000,\n,,
0.048002636000000,9,,
0.048013080000000,0,,
0.048023524000000,\n,,
0.049000016000000,8,,
0.049010460000000,8,,
0.049020904000000,\n,,
0.050001380000000,8,,
0.050011824000000,8,,
0.050022272000000,\n,,
0.051001064000000,8,,
0.051011512000000,8,,
0.051021960000000,\n,,
0.052005296000000,9,,
0.052015744000000,0,,
0.052026192000000,\n,,
0.053000460000000,8,,
0.053010900000000,8,,
0.053021340000000,\n,,
0.054000952000000,8,,
0.054011396000000,8,,
0.054021840000000,\n,,
0.055001348000000,8,,
0.055011792000000,8,,
0.055022240000000,\n,,
0.056005332000000,9,,
0.056015776000000,0,,
0.056026220000000,\n,,
0.057001028000000,8,,
0.057011472000000,8,,
0.057021920000000,\n,,
0.058002556000000,8,,
0.058013000000000,8,,
0.058023444000000,\n,,
0.059001164000000,8,,
0.059011608000000,8,,
0.059022052000000,\n,,
0.060002700000000,9,,
0.060013148000000,0,,
0.060023588000000,\n,,
0.061001880000000,8,,
0.061012324000000,8,,
0.061022768000000,\n,,
0.062001360000000,8,,
0.062011804000000,8,,
0.062022248000000,\n,,
0.063000912000000,8,,
0.063011360000000,8,,
0.063021800000000,\n,,
0.064000680000000,8,,
0.064011124000000,8,,
0.064021568000000,\n,,
0.065002732000000,9,,
0.065013180000000,0,,
0.065023624000000,\n,,
0.066000532000000,8,,
0.066010976000000,8,,
0.066021428000000,\n,,
0.067000568000000,8,,
0.067011016000000,8,,
