Time [s],Value,Parity Error,Framing Error
0.001094472000000,4,,
0.001104904000000,8,,
0.001115348000000,\n,,
0.002076668000000,4,,
0.002087100000000,7,,
0.002097548000000,\n,,
0.003079320000000,4,,
0.003089748000000,7,,
0.003100196000000,\n,,
0.004084436000000,4,,
0.004094868000000,8,,
0.004105316000000,\n,,
0.005081856000000,4,,
0.005092288000000,7,,
0.005102732000000,\n,,
0.006081948000000,4,,
0.006092380000000,7,,
0.006102820000000,\n,,
0.007079368000000,4,,
0.007089800000000,7,,
0.007100240000000,\n,,
0.008079520000000,4,,
0.008089960000000,7,,
0.008100388000000,\n,,
0.009081104000000,4,,
0.009091532000000,7,,
0.009101976000000,\n,,
0.010079644000000,4,,
0.010090076000000,7,,
0.010100516000000,\n,,
0.011081664000000,4,,
0.011092092000000,7,,
0.011102524000000,\n,,
0.012082444000000,4,,
0.012092872000000,8,,
0.012103312000000,\n,,
0.013082716000000,4,,
0.013093148000000,7,,
0.013103588000000,\n,,
0.014079300000000,4,,
0.014089732000000,7,,
0.014100176000000,\n,,
0.015078176000000,4,,
0.015088608000000,7,,
0.015099052000000,\n,,
0.016080348000000,4,,
0.016090772000000,7,,
0.016101208000000,\n,,
0.017081188000000,4,,
0.017091612000000,7,,
0.017102060000000,\n,,
0.018083128000000,4,,
0.018093556000000,7,,
0.018103996000000,\n,,
0.019082972000000,4,,
0.019093400000000,7,,
0.019103848000000,\n,,
0.020078056000000,4,,
0.020088504000000,7,,
0.020098936000000,\n,,
0.021076100000000,4,,
0.021086532000000,7,,
0.021096972000000,\n,,
0.022080368000000,4,,
0.022090800000000,8,,
0.022101244000000,\n,,
0.023075484000000,4,,
0.023085916000000,7,,
0.023096360000000,\n,,
0.024071692000000,4,,
0.024082120000000,7,,
0.024092560000000,\n,,
0.025073048000000,4,,
0.025083476000000,7,,
0.025093916000000,\n,,
0.026074480000000,4,,
0.026084904000000,7,,
0.026095344000000,\n,,
0.027072440000000,4,,
0.027082880000000,7,,
0.027093316000000,\n,,
0.028076520000000,4,,
0.028086952000000,7,,
0.028097388000000,\n,,
0.029077356000000,4,,
0.029087792000000,8,,
0.029098232000000,\n,,
0.030074840000000,4,,
0.030085272000000,7,,
0.030095720000000,\n,,
0.031072784000000,4,,
0.031083212000000,7,,
0.031093652000000,\n,,
0.032075008000000,4,,
0.032085440000000,7,,
0.032095880000000,\n,,
0.033073644000000,4,,
0.033084072000000,7,,
0.033094516000000,\n,,
0.034073416000000,4,,
0.034083848000000,7,,
0.034094292000000,\n,,
0.035077852000000,4,,
0.035088280000000,7,,
0.035098724000000,\n,,
0.036076756000000,4,,
0.036087188000000,7,,
0.036097628000000,\n,,
0.037076316000000,4,,
0.037086744000000,8,,
0.037097184000000,\n,,
0.038074136000000,4,,
0.038084564000000,7,,
0.038095004000000,\n,,
0.039073492000000,4,,
0.039083916000000,7,,
0.039094368000000,\n,,
0.040073192000000,4,,
0.040083620000000,7,,
0.040094056000000,\n,,
0.041083216000000,4,,
0.041093648000000,7,,
0.041104092000000,\n,,
0.042073256000000,4,,
0.042083688000000,7,,
0.042094128000000,\n,,
0.043077928000000,4,,
0.043088360000000,8,,
0.043098796000000,\n,,
0.044076380000000,4,,
0.044086808000000,7,,
0.044097252000000,\n,,
0.045073976000000,4,,
0.045084404000000,7,,
0.045094844000000,\n,,
0.046073060000000,4,,
0.046083496000000,7,,
0.046093936000000,\n,,
0.047073272000000,4,,
0.047083704000000,7,,
0.047094148000000,\n,,
0.048071280000000,4,,
0.048081712000000,7,,
0.048092148000000,\n,,
0.049072984000000,4,,
0.049083412000000,7,,
0.049093848000000,\n,,
0.050075924000000,4,,
0.050086356000000,7,,
0.050096796000000,\n,,
0.051076116000000,4,,
0.051086548000000,8,,
0.051096988000000,\n,,
0.052073204000000,4,,
0.052083640000000,7,,
0.052094080000000,\n,,
0.053073168000000,4,,
0.053083596000000,7,,
0.053094032000000,\n,,
0.054078820000000,4,,
0.054089248000000,7,,
0.054099692000000,\n,,
0.055076352000000,4,,
0.055086788000000,8,,
0.055097232000000,\n,,
0.056075380000000,4,,
0.056085816000000,7,,
0.056096260000000,\n,,
0.057075080000000,4,,
0.057085512000000,7,,
0.057095956000000,\n,,
0.058073296000000,4,,
0.058083724000000,7,,
0.058094172000000,\n,,
0.059073428000000,4,,
0.059083856000000,7,,
0.059094292000000,\n,,
0.060074588000000,4,,
0.060085016000000,7,,
0.060095464000000,\n,,
0.061082956000000,4,,
0.061093384000000,8,,
